Service Year,OMH Region Code,OMH Region Label,County Label,Age Group,Rate Code Group,Medicaid Enrollee Count by County,Count of Recipients by Rate Code Group and County,Units Total,Paid Claim Total
2014,3,Hudson River,Dutchess,Adult,Psych Inpatient 28,25772,521,10265,5623673
2014,3,Hudson River,Dutchess,Adult,Psych Inpatient 31,25772,21,254,171140
2014,3,Hudson River,Dutchess,Adult,"Targeted Case Management (ICM, BCM, SCM)",25772,78,593,197699
2014,3,Hudson River,Dutchess,Child,Community Residence,18623,0,0,0
2014,3,Hudson River,Dutchess,Child,Home and Community Based Services Waiver (HCBS),18623,35,175,427412
2014,3,Hudson River,Dutchess,Child,MH Emergency,18623,372,654,114828
2014,3,Hudson River,Dutchess,Child,OMH Children's Day Treatment,18623,85,7774,833163
2014,3,Hudson River,Dutchess,Child,OMH Licensed Clinic Treatment,18623,1340,13474,1798895
2014,3,Hudson River,Dutchess,Child,Partial Hospitalization,18623,68,837,149554
2014,3,Hudson River,Dutchess,Child,Psych Inpatient 28,18623,69,1064,798418
2014,3,Hudson River,Dutchess,Child,Psych Inpatient 31,18623,103,1831,1318960
2014,3,Hudson River,Dutchess,Child,Psych Inpatient SPC,18623,0,0,0
2014,3,Hudson River,Dutchess,Child,Residential Treatment Facility,18623,0,0,0
2014,3,Hudson River,Dutchess,Child,"Targeted Case Management (ICM, BCM, SCM)",18623,82,415,245229
2014,3,Hudson River,Dutchess,Senior,Assertive Community Treatment,4643,0,0,0
2014,3,Hudson River,Dutchess,Senior,Community Residence,4643,0,0,0
2014,3,Hudson River,Dutchess,Senior,MH Emergency,4643,71,116,4235
2014,3,Hudson River,Dutchess,Senior,OMH Licensed Clinic Treatment,4643,134,1053,140160
2014,3,Hudson River,Dutchess,Senior,OMH Prepaid Mental Health Plan,4643,0,0,0
2014,3,Hudson River,Dutchess,Senior,Partial Hospitalization,4643,0,0,0
2014,3,Hudson River,Dutchess,Senior,Personalized Recovery Oriented Services,4643,32,283,179009
2014,3,Hudson River,Dutchess,Senior,Psych Inpatient 28,4643,0,0,0
2014,3,Hudson River,Dutchess,Senior,Psych Inpatient 31,4643,0,0,0
2014,3,Hudson River,Dutchess,Senior,Psych Inpatient SPC,4643,0,0,0
2014,3,Hudson River,Dutchess,Senior,"Targeted Case Management (ICM, BCM, SCM)",4643,0,0,0
2014,3,Hudson River,Greene,Adult,Community Residence,5563,28,215,599269
2014,3,Hudson River,Greene,Adult,MH Emergency,5563,251,436,56057
2014,3,Hudson River,Greene,Adult,OMH Licensed Clinic Treatment,5563,856,8060,1177941
2014,3,Hudson River,Greene,Adult,Partial Hospitalization,5563,0,0,0
2014,3,Hudson River,Greene,Adult,Personalized Recovery Oriented Services,5563,114,818,578582
2014,3,Hudson River,Greene,Adult,Psych Inpatient 28,5563,143,2539,1319407
2014,3,Hudson River,Greene,Adult,Psych Inpatient 31,5563,0,0,0
2014,3,Hudson River,Greene,Adult,"Targeted Case Management (ICM, BCM, SCM)",5563,20,182,184912
2014,3,Hudson River,Greene,Child,Community Residence,4095,0,0,0
2014,3,Hudson River,Greene,Child,Home and Community Based Services Waiver (HCBS),4095,0,0,0
2014,3,Hudson River,Greene,Child,MH Emergency,4095,67,98,20384
2014,3,Hudson River,Greene,Child,OMH Children's Day Treatment,4095,0,0,0
2014,3,Hudson River,Greene,Child,OMH Licensed Clinic Treatment,4095,334,3462,584987
2014,3,Hudson River,Greene,Child,Partial Hospitalization,4095,0,0,0
2014,3,Hudson River,Greene,Child,Psych Inpatient 28,4095,0,0,0
2014,3,Hudson River,Greene,Child,Psych Inpatient 31,4095,23,395,320697
2014,3,Hudson River,Greene,Child,Psych Inpatient SPC,4095,0,0,0
2014,3,Hudson River,Greene,Child,Residential Treatment Facility,4095,0,0,0
2014,3,Hudson River,Greene,Child,"Targeted Case Management (ICM, BCM, SCM)",4095,42,255,134196
2014,3,Hudson River,Greene,Senior,MH Emergency,1145,0,0,0
2014,3,Hudson River,Greene,Senior,OMH Licensed Clinic Treatment,1145,26,186,21111
2014,3,Hudson River,Greene,Senior,Personalized Recovery Oriented Services,1145,0,0,0
2014,3,Hudson River,Greene,Senior,Psych Inpatient 28,1145,0,0,0
2014,3,Hudson River,Orange,Adult,Assertive Community Treatment,41182,42,313,334928
2014,3,Hudson River,Orange,Adult,Community Residence,41182,147,1320,3837065
2014,3,Hudson River,Orange,Adult,"Comprehensive Psychiatric Emergency Program
Non-EOB",41182,0,0,0
2014,3,Hudson River,Orange,Adult,Continuing Day Treatment,41182,0,0,0
2014,3,Hudson River,Orange,Adult,MH Emergency,41182,1108,2139,298057
2014,3,Hudson River,Orange,Adult,OMH Licensed Clinic Treatment,41182,2634,24955,2951689
2014,3,Hudson River,Orange,Adult,OMH Prepaid Mental Health Plan,41182,331,3053,2821736
2014,3,Hudson River,Orange,Adult,Partial Hospitalization,41182,0,0,0
2014,3,Hudson River,Orange,Adult,Personalized Recovery Oriented Services,41182,299,1746,1442793
2014,3,Hudson River,Orange,Adult,Psych Inpatient 28,41182,487,6491,4058822
2014,3,Hudson River,Orange,Adult,Psych Inpatient 31,41182,0,0,0
2014,3,Hudson River,Orange,Adult,"Targeted Case Management (ICM, BCM, SCM)",41182,31,151,153416
2014,3,Hudson River,Orange,Child,Community Residence,44734,0,0,0
2014,3,Hudson River,Orange,Child,"Comprehensive Psychiatric Emergency Program
Non-EOB",44734,0,0,0
2014,3,Hudson River,Orange,Child,Home and Community Based Services Waiver (HCBS),44734,49,276,706308
2014,3,Hudson River,Orange,Child,MH Emergency,44734,347,518,85521
2014,3,Hudson River,Orange,Child,OMH Children's Day Treatment,44734,53,2495,620292
2014,3,Hudson River,Orange,Child,OMH Licensed Clinic Treatment,44734,1080,8939,1225052
2014,3,Hudson River,Orange,Child,Partial Hospitalization,44734,0,0,0
2014,3,Hudson River,Orange,Child,Psych Inpatient 28,44734,74,1112,897690
2014,3,Hudson River,Orange,Child,Psych Inpatient 31,44734,89,1815,1333569
2014,3,Hudson River,Orange,Child,Psych Inpatient SPC,44734,0,0,0
2014,3,Hudson River,Orange,Child,Residential Treatment Facility,44734,0,0,0
2014,3,Hudson River,Orange,Child,"Targeted Case Management (ICM, BCM, SCM)",44734,39,232,161398
2014,3,Hudson River,Orange,Senior,Assertive Community Treatment,6388,0,0,0
2014,3,Hudson River,Orange,Senior,Community Residence,6388,0,0,0
2014,3,Hudson River,Orange,Senior,"Comprehensive Psychiatric Emergency Program
Non-EOB",6388,0,0,0
2014,3,Hudson River,Orange,Senior,MH Emergency,6388,63,91,2906
2014,3,Hudson River,Orange,Senior,OMH Licensed Clinic Treatment,6388,148,1307,101527
2014,3,Hudson River,Orange,Senior,OMH Prepaid Mental Health Plan,6388,37,358,330646
2014,3,Hudson River,Orange,Senior,Personalized Recovery Oriented Services,6388,0,0,0
2014,3,Hudson River,Orange,Senior,Psych Inpatient 28,6388,20,637,332351
2014,3,Hudson River,Orange,Senior,Psych Inpatient 31,6388,0,0,0
2014,3,Hudson River,Putnam,Adult,Community Residence,5588,67,518,1416016
2014,3,Hudson River,Putnam,Adult,"Comprehensive Psychiatric Emergency Program
Non-EOB",5588,0,0,0
2014,3,Hudson River,Putnam,Adult,MH Emergency,5588,180,316,36203
2014,3,Hudson River,Putnam,Adult,OMH Licensed Clinic Treatment,5588,513,5320,574672
2014,3,Hudson River,Putnam,Adult,OMH Prepaid Mental Health Plan,5588,79,840,777230
2014,3,Hudson River,Putnam,Adult,Partial Hospitalization,5588,22,314,35339
2014,3,Hudson River,Putnam,Adult,Personalized Recovery Oriented Services,5588,118,687,453131
2014,3,Hudson River,Putnam,Adult,Psych Inpatient 28,5588,102,1493,861484
2014,3,Hudson River,Putnam,Adult,Psych Inpatient 31,5588,0,0,0
2014,3,Hudson River,Putnam,Adult,"Targeted Case Management (ICM, BCM, SCM)",5588,0,0,0
2014,3,Hudson River,Putnam,Child,Community Residence,3564,0,0,0
2014,3,Hudson River,Putnam,Child,Home and Community Based Services Waiver (HCBS),3564,24,143,396399
2014,3,Hudson River,Putnam,Child,MH Emergency,3564,64,85,15478
2014,3,Hudson River,Putnam,Child,OMH Children's Day Treatment,3564,0,0,0
2014,3,Hudson River,Putnam,Child,OMH Licensed Clinic Treatment,3564,237,3011,329569
2014,3,Hudson River,Putnam,Child,Partial Hospitalization,3564,0,0,0
2014,3,Hudson River,Putnam,Child,Psych Inpatient 28,3564,0,0,0
2014,3,Hudson River,Putnam,Child,Psych Inpatient 31,3564,25,611,435967
2014,3,Hudson River,Putnam,Child,Psych Inpatient SPC,3564,0,0,0
2014,3,Hudson River,Putnam,Child,Residential Treatment Facility,3564,0,0,0
2014,3,Hudson River,Putnam,Child,"Targeted Case Management (ICM, BCM, SCM)",3564,20,126,101347
2014,3,Hudson River,Putnam,Senior,MH Emergency,1110,0,0,0
2014,3,Hudson River,Putnam,Senior,OMH Licensed Clinic Treatment,1110,22,140,14978
2014,3,Hudson River,Putnam,Senior,OMH Prepaid Mental Health Plan,1110,0,0,0
2014,3,Hudson River,Putnam,Senior,Personalized Recovery Oriented Services,1110,0,0,0
2014,3,Hudson River,Putnam,Senior,Psych Inpatient 28,1110,0,0,0
2014,3,Hudson River,Putnam,Senior,Psych Inpatient 31,1110,0,0,0
2014,3,Hudson River,Rensselaer,Adult,Community Residence,18043,131,1237,3019334
2014,3,Hudson River,Rensselaer,Adult,Continuing Day Treatment,18043,108,7306,273366
2014,3,Hudson River,Rensselaer,Adult,MH Emergency,18043,889,1663,279852
2014,3,Hudson River,Rensselaer,Adult,OMH Licensed Clinic Treatment,18043,2335,25262,2231117
2014,3,Hudson River,Rensselaer,Adult,OMH Prepaid Mental Health Plan,18043,0,0,0
2014,3,Hudson River,Rensselaer,Adult,Partial Hospitalization,18043,0,0,0
2014,3,Hudson River,Rensselaer,Adult,Personalized Recovery Oriented Services,18043,106,506,286446
2014,3,Hudson River,Rensselaer,Adult,Psych Inpatient 28,18043,368,5578,2628969
2014,3,Hudson River,Rensselaer,Adult,Psych Inpatient 31,18043,0,0,0
2014,3,Hudson River,Rensselaer,Adult,"Targeted Case Management (ICM, BCM, SCM)",18043,63,437,290037
2014,3,Hudson River,Rensselaer,Child,Community Residence,13857,0,0,0
2014,3,Hudson River,Rensselaer,Child,"Comprehensive Psychiatric Emergency Program
Non-EOB",13857,0,0,0
2014,3,Hudson River,Rensselaer,Child,Home and Community Based Services Waiver (HCBS),13857,38,227,640992
2014,3,Hudson River,Rensselaer,Child,MH Emergency,13857,283,482,119446
2014,3,Hudson River,Rensselaer,Child,OMH Children's Day Treatment,13857,24,2494,228797
2014,3,Hudson River,Rensselaer,Child,OMH Licensed Clinic Treatment,13857,1331,10440,1777824
2014,3,Hudson River,Rensselaer,Child,Partial Hospitalization,13857,0,0,0
2014,3,Hudson River,Rensselaer,Child,Psych Inpatient 28,13857,63,644,444028
2014,3,Hudson River,Rensselaer,Child,Psych Inpatient 31,13857,92,1633,1411449
2014,3,Hudson River,Rensselaer,Child,Psych Inpatient SPC,13857,0,0,0
2014,3,Hudson River,Rensselaer,Child,"Targeted Case Management (ICM, BCM, SCM)",13857,109,607,316499
2014,3,Hudson River,Rensselaer,Senior,Community Residence,2711,0,0,0
2014,3,Hudson River,Rensselaer,Senior,Continuing Day Treatment,2711,0,0,0
2014,3,Hudson River,Rensselaer,Senior,MH Emergency,2711,39,77,2883
2014,3,Hudson River,Rensselaer,Senior,OMH Licensed Clinic Treatment,2711,123,1000,58657
2014,3,Hudson River,Rensselaer,Senior,OMH Prepaid Mental Health Plan,2711,0,0,0
2014,3,Hudson River,Rensselaer,Senior,Personalized Recovery Oriented Services,2711,0,0,0
2014,3,Hudson River,Rensselaer,Senior,Psych Inpatient 28,2711,22,512,67577
2014,3,Hudson River,Rensselaer,Senior,Psych Inpatient SPC,2711,0,0,0
2014,3,Hudson River,Rensselaer,Senior,"Targeted Case Management (ICM, BCM, SCM)",2711,28,204,54325
2014,3,Hudson River,Rockland,Adult,Assertive Community Treatment,39843,69,591,844796
2014,3,Hudson River,Rockland,Adult,Community Residence,39843,224,1923,5893779
2014,3,Hudson River,Rockland,Adult,"Comprehensive Psychiatric Emergency Program
Non-EOB",39843,0,0,0
2014,3,Hudson River,Rockland,Adult,Continuing Day Treatment,39843,0,0,0
2014,3,Hudson River,Rockland,Adult,MH Emergency,39843,743,1453,176273
2014,3,Hudson River,Rockland,Adult,OMH Licensed Clinic Treatment,39843,851,11187,1397450
2014,3,Hudson River,Rockland,Adult,OMH Prepaid Mental Health Plan,39843,111,1021,943552
2014,3,Hudson River,Rockland,Adult,Partial Hospitalization,39843,0,0,0
2014,3,Hudson River,Rockland,Adult,Personalized Recovery Oriented Services,39843,454,3558,3026266
2014,3,Hudson River,Rockland,Adult,Psych Inpatient 28,39843,427,9949,5593285
2014,3,Hudson River,Rockland,Adult,Psych Inpatient 31,39843,20,217,151201
2014,3,Hudson River,Rockland,Adult,"Targeted Case Management (ICM, BCM, SCM)",39843,124,925,432875
2014,3,Hudson River,Rockland,Child,Community Residence,49048,0,0,0
2014,3,Hudson River,Rockland,Child,Home and Community Based Services Waiver (HCBS),49048,45,283,871867
2014,3,Hudson River,Rockland,Child,MH Emergency,49048,248,357,66239
2014,3,Hudson River,Rockland,Child,OMH Children's Day Treatment,49048,52,1128,320712
2014,3,Hudson River,Rockland,Child,OMH Licensed Clinic Treatment,49048,658,9121,1199902
2014,3,Hudson River,Rockland,Child,Partial Hospitalization,49048,0,0,0
2014,3,Hudson River,Rockland,Child,Psych Inpatient 28,49048,100,1876,1607777
2014,3,Hudson River,Rockland,Child,Psych Inpatient 31,49048,30,437,331141
2014,3,Hudson River,Rockland,Child,Psych Inpatient SPC,49048,0,0,0
2014,3,Hudson River,Rockland,Child,"Targeted Case Management (ICM, BCM, SCM)",49048,58,439,232033
2014,3,Hudson River,Rockland,Senior,Assertive Community Treatment,6732,0,0,0
2014,3,Hudson River,Rockland,Senior,Community Residence,6732,0,0,0
2014,3,Hudson River,Rockland,Senior,MH Emergency,6732,48,70,1510
2014,3,Hudson River,Rockland,Senior,OMH Licensed Clinic Treatment,6732,71,617,67116
2014,3,Hudson River,Rockland,Senior,OMH Prepaid Mental Health Plan,6732,23,238,220106
2014,3,Hudson River,Rockland,Senior,Personalized Recovery Oriented Services,6732,0,0,0
2014,3,Hudson River,Rockland,Senior,Psych Inpatient 28,6732,28,746,192060
2014,3,Hudson River,Rockland,Senior,Psych Inpatient 31,6732,0,0,0
2014,3,Hudson River,Rockland,Senior,Psych Inpatient SPC,6732,0,0,0
2014,3,Hudson River,Rockland,Senior,"Targeted Case Management (ICM, BCM, SCM)",6732,21,130,38956
2014,3,Hudson River,Saratoga,Adult,Community Residence,16862,84,593,1268093
2014,3,Hudson River,Saratoga,Adult,"Comprehensive Psychiatric Emergency Program
Non-EOB",16862,0,0,0
2014,3,Hudson River,Saratoga,Adult,Continuing Day Treatment,16862,0,0,0
2014,3,Hudson River,Saratoga,Adult,MH Emergency,16862,563,962,113271
2014,3,Hudson River,Saratoga,Adult,OMH Licensed Clinic Treatment,16862,1046,9751,1119613
2014,3,Hudson River,Saratoga,Adult,OMH Prepaid Mental Health Plan,16862,0,0,0
2014,3,Hudson River,Saratoga,Adult,Partial Hospitalization,16862,51,671,101780
2014,3,Hudson River,Saratoga,Adult,Personalized Recovery Oriented Services,16862,88,412,273364
2014,3,Hudson River,Saratoga,Adult,Psych Inpatient 28,16862,294,3097,1503231
2014,3,Hudson River,Saratoga,Adult,Psych Inpatient 31,16862,52,581,492141
2014,3,Hudson River,Saratoga,Adult,"Targeted Case Management (ICM, BCM, SCM)",16862,0,0,0
2014,3,Hudson River,Saratoga,Child,Community Residence,11215,0,0,0
2014,3,Hudson River,Saratoga,Child,Home and Community Based Services Waiver (HCBS),11215,30,184,610893
2014,3,Hudson River,Saratoga,Child,MH Emergency,11215,218,316,47543
2014,3,Hudson River,Saratoga,Child,OMH Children's Day Treatment,11215,0,0,0
2014,3,Hudson River,Saratoga,Child,OMH Licensed Clinic Treatment,11215,513,5602,863038
2014,3,Hudson River,Saratoga,Child,Partial Hospitalization,11215,0,0,0
2014,3,Hudson River,Saratoga,Child,Psych Inpatient 28,11215,60,561,378818
2014,3,Hudson River,Saratoga,Child,Psych Inpatient 31,11215,87,1733,1427977
2014,3,Hudson River,Saratoga,Child,Psych Inpatient SPC,11215,0,0,0
2014,3,Hudson River,Saratoga,Child,"Targeted Case Management (ICM, BCM, SCM)",11215,40,197,99004
2014,3,Hudson River,Saratoga,Senior,Community Residence,3114,0,0,0
2014,3,Hudson River,Saratoga,Senior,"Comprehensive Psychiatric Emergency Program
Non-EOB",3114,0,0,0
2014,3,Hudson River,Saratoga,Senior,MH Emergency,3114,25,49,835
2014,3,Hudson River,Saratoga,Senior,OMH Licensed Clinic Treatment,3114,36,302,25284
2014,3,Hudson River,Saratoga,Senior,Psych Inpatient 28,3114,0,0,0
2014,3,Hudson River,Saratoga,Senior,Psych Inpatient 31,3114,0,0,0
2014,3,Hudson River,Saratoga,Senior,Psych Inpatient SPC,3114,0,0,0
2014,3,Hudson River,Saratoga,Senior,"Targeted Case Management (ICM, BCM, SCM)",3114,0,0,0
2014,3,Hudson River,Schenectady,Adult,Assertive Community Treatment,22281,56,452,672826
2014,3,Hudson River,Schenectady,Adult,Community Residence,22281,132,1054,2558831
2014,3,Hudson River,Schenectady,Adult,"Comprehensive Psychiatric Emergency Program
Non-EOB",22281,0,0,0
2014,3,Hudson River,Schenectady,Adult,Continuing Day Treatment,22281,0,0,0
2014,3,Hudson River,Schenectady,Adult,MH Emergency,22281,1032,1973,254075
2014,3,Hudson River,Schenectady,Adult,OMH Licensed Clinic Treatment,22281,2061,21963,2170523
2014,3,Hudson River,Schenectady,Adult,OMH Prepaid Mental Health Plan,22281,213,2069,1913478
2014,3,Hudson River,Schenectady,Adult,Partial Hospitalization,22281,0,0,0
2014,3,Hudson River,Schenectady,Adult,Personalized Recovery Oriented Services,22281,222,1547,918846
2014,3,Hudson River,Schenectady,Adult,Psych Inpatient 28,22281,466,4657,2357146
2014,3,Hudson River,Schenectady,Adult,Psych Inpatient 31,22281,21,192,142396
2014,3,Hudson River,Schenectady,Adult,"Targeted Case Management (ICM, BCM, SCM)",22281,0,0,0
2014,3,Hudson River,Schenectady,Child,Community Residence,17720,0,0,0
2014,3,Hudson River,Schenectady,Child,"Comprehensive Psychiatric Emergency Program
Non-EOB",17720,0,0,0
2014,3,Hudson River,Schenectady,Child,Home and Community Based Services Waiver (HCBS),17720,47,271,877444
2014,3,Hudson River,Schenectady,Child,MH Emergency,17720,426,693,98817
2014,3,Hudson River,Schenectady,Child,OMH Children's Day Treatment,17720,42,3642,334238
2014,3,Hudson River,Schenectady,Child,OMH Licensed Clinic Treatment,17720,1411,10270,1293330
2014,3,Hudson River,Schenectady,Child,Partial Hospitalization,17720,0,0,0
2014,3,Hudson River,Schenectady,Child,Psych Inpatient 28,17720,119,1196,670809
2014,3,Hudson River,Schenectady,Child,Psych Inpatient 31,17720,62,1379,1184247
2014,3,Hudson River,Schenectady,Child,Psych Inpatient SPC,17720,0,0,0
2014,3,Hudson River,Schenectady,Child,Residential Treatment Facility,17720,0,0,0
2014,3,Hudson River,Schenectady,Child,"Targeted Case Management (ICM, BCM, SCM)",17720,74,469,262466
2014,3,Hudson River,Schenectady,Senior,Assertive Community Treatment,3025,0,0,0
2014,3,Hudson River,Schenectady,Senior,Community Residence,3025,0,0,0
2014,3,Hudson River,Schenectady,Senior,"Comprehensive Psychiatric Emergency Program
Non-EOB",3025,0,0,0
2014,3,Hudson River,Schenectady,Senior,MH Emergency,3025,30,42,3173
2014,3,Hudson River,Schenectady,Senior,OMH Licensed Clinic Treatment,3025,76,740,38440
2014,3,Hudson River,Schenectady,Senior,OMH Prepaid Mental Health Plan,3025,27,248,229126
2014,3,Hudson River,Schenectady,Senior,Personalized Recovery Oriented Services,3025,0,0,0
2014,3,Hudson River,Schenectady,Senior,Psych Inpatient 28,3025,0,0,0
2014,3,Hudson River,Schoharie,Adult,Community Residence,3465,30,279,773735
2014,3,Hudson River,Schoharie,Adult,MH Emergency,3465,107,199,23562
2014,3,Hudson River,Schoharie,Adult,OMH Licensed Clinic Treatment,3465,556,5081,627364
2014,3,Hudson River,Schoharie,Adult,OMH Prepaid Mental Health Plan,3465,0,0,0
2014,3,Hudson River,Schoharie,Adult,Partial Hospitalization,3465,0,0,0
2014,3,Hudson River,Schoharie,Adult,Personalized Recovery Oriented Services,3465,0,0,0
2014,3,Hudson River,Schoharie,Adult,Psych Inpatient 28,3465,57,418,205974
2014,3,Hudson River,Schoharie,Adult,Psych Inpatient 31,3465,0,0,0
2014,3,Hudson River,Schoharie,Adult,"Targeted Case Management (ICM, BCM, SCM)",3465,42,175,81498
2014,3,Hudson River,Schoharie,Child,Community Residence,2641,0,0,0
2014,3,Hudson River,Schoharie,Child,Home and Community Based Services Waiver (HCBS),2641,0,0,0
2014,3,Hudson River,Schoharie,Child,MH Emergency,2641,45,64,11358
2014,3,Hudson River,Schoharie,Child,OMH Licensed Clinic Treatment,2641,319,2629,344376
2014,3,Hudson River,Schoharie,Child,Psych Inpatient 28,2641,0,0,0
2014,3,Hudson River,Schoharie,Child,Psych Inpatient 31,2641,0,0,0
2014,3,Hudson River,Schoharie,Child,"Targeted Case Management (ICM, BCM, SCM)",2641,35,224,133357
2014,3,Hudson River,Schoharie,Senior,Community Residence,735,0,0,0
2014,3,Hudson River,Schoharie,Senior,MH Emergency,735,0,0,0
2014,3,Hudson River,Schoharie,Senior,OMH Licensed Clinic Treatment,735,26,159,13714
